model,num_rules,accuracy,latency,acc_per_latency
anthropic/claude-opus-4-high-reasoning,90,86.44444444444444,64.24176416397094,1.3456113101720446
anthropic/claude-opus-4-high-reasoning,100,81.8,68.8747064113617,1.1876638647494273
anthropic/claude-opus-4-high-reasoning,110,94.18181818181819,72.43168601989746,1.3002847697890925
anthropic/claude-opus-4-high-reasoning,120,97.16666666666667,79.91237406730652,1.2159151545770328
anthropic/claude-opus-4-high-reasoning,130,95.23076923076923,89.07072801589966,1.069158985809232
anthropic/claude-opus-4-high-reasoning,140,94.28571428571429,112.320920419693,0.8394314606166936
anthropic/claude-opus-4-high-reasoning,150,87.2,108.08859343528748,0.8067456262367457
anthropic/claude-opus-4-high-reasoning,160,86.5,102.52482409477234,0.8436981069096081
anthropic/claude-opus-4-high-reasoning,170,82.47058823529412,127.15382981300354,0.6485891015361314
anthropic/claude-opus-4-high-reasoning,180,85.33333333333334,124.35606179237365,0.6862016382909173
anthropic/claude-opus-4-high-reasoning,190,85.89473684210526,114.45225458145141,0.7504853194567449
anthropic/claude-opus-4-high-reasoning,200,74.9,152.42145924568177,0.4914006227907307
anthropic/claude-opus-4-high-reasoning,210,79.04761904761905,168.15397658348084,0.47009069100649836
anthropic/claude-opus-4-high-reasoning,220,69.18181818181819,143.44481658935547,0.48228872835375725
anthropic/claude-opus-4-high-reasoning,230,74.52173913043478,166.94450297355652,0.4463863008549541
anthropic/claude-opus-4-high-reasoning,240,80.33333333333334,172.87808747291564,0.46468198779627845
anthropic/claude-opus-4-high-reasoning,250,81.52000000000001,142.79412260055543,0.5708918442535598
anthropic/claude-opus-4-high-reasoning,260,70.38461538461539,167.6783061504364,0.41975981867009216
anthropic/claude-opus-4-high-reasoning,270,61.25925925925926,124.8028139591217,0.49084838166649275
anthropic/claude-opus-4-high-reasoning,280,66.78571428571429,173.2856773853302,0.3854081612134908
anthropic/claude-opus-4-high-reasoning,290,79.24137931034483,216.24403166770935,0.3664442375552395
anthropic/claude-opus-4-high-reasoning,300,64.53333333333333,177.37272000312805,0.3638289661014121
anthropic/claude-opus-4-high-reasoning,310,67.29032258064515,162.52351989746094,0.41403436636801766
anthropic/claude-opus-4-high-reasoning,320,67.625,191.64152598381042,0.3528723727951992
anthropic/claude-opus-4-high-reasoning,330,61.27272727272727,165.863108587265,0.3694174539149558
anthropic/claude-opus-4-high-reasoning,340,65.94117647058823,199.09933819770814,0.3311973664377921
anthropic/claude-opus-4-high-reasoning,350,59.885714285714286,180.97662377357483,0.33090303618791705
anthropic/claude-opus-4-high-reasoning,360,56.44444444444444,169.80124173164367,0.3324147919580592
anthropic/claude-opus-4-high-reasoning,370,56.43243243243243,176.74967246055604,0.31927885153521884
anthropic/claude-opus-4-high-reasoning,380,50.05263157894737,166.16467542648314,0.30122305749089456
anthropic/claude-opus-4-high-reasoning,390,57.128205128205124,229.40925107002258,0.24902310984297615
anthropic/claude-opus-4-high-reasoning,400,53.05,176.28706741333008,0.30092961882233105
anthropic/claude-opus-4-high-reasoning,410,55.1219512195122,175.75697951316835,0.3136259588222058
anthropic/claude-opus-4-high-reasoning,420,55.904761904761905,188.13520822525024,0.2971520452345546
anthropic/claude-opus-4-high-reasoning,430,58.88372093023256,211.68201327323914,0.2781706391568822
anthropic/claude-opus-4-high-reasoning,440,54.63636363636364,174.1147617816925,0.3137951261413864
anthropic/claude-opus-4-high-reasoning,450,50.13333333333333,176.8557339668274,0.2834702172717611
anthropic/claude-opus-4-high-reasoning,460,59.78260869565217,240.1948757171631,0.24889210694922587
anthropic/claude-opus-4-high-reasoning,470,54.723404255319146,230.10488638877868,0.23781939233945704
anthropic/claude-opus-4-high-reasoning,480,55.75,190.64695386886598,0.2924253383998305
anthropic/claude-opus-4-high-reasoning,490,60.530612244897966,212.8780957698822,0.2843440140047597
anthropic/claude-opus-4-high-reasoning,500,52.08,175.6519365310669,0.29649545019840307
anthropic/claude-sonnet-4,10,100.0,12.776683139801026,7.826757453856472
anthropic/claude-sonnet-4,20,100.0,13.650949954986572,7.325497517004
anthropic/claude-sonnet-4,30,100.0,15.178761196136474,6.588152926831309
anthropic/claude-sonnet-4,40,99.0,16.90027537345886,5.857892715492384
anthropic/claude-sonnet-4,50,98.0,18.47577772140503,5.304242207160922
anthropic/claude-sonnet-4,60,98.33333333333333,23.04233980178833,4.267506432905812
anthropic/claude-sonnet-4,70,98.0,23.092911529541016,4.243726473148958
anthropic/claude-sonnet-4,80,97.25,24.67079563140869,3.9419077298094853
anthropic/claude-sonnet-4,90,94.66666666666666,26.692518711090088,3.546561779774457
anthropic/claude-sonnet-4,100,94.4,31.08801679611206,3.0365397902064273
anthropic/claude-sonnet-4,110,93.27272727272728,27.220931386947633,3.4265075631266355
anthropic/claude-sonnet-4,120,90.0,31.118052434921264,2.892211849961417
anthropic/claude-sonnet-4,130,90.92307692307693,33.19522142410278,2.73904113370542
anthropic/claude-sonnet-4,140,90.71428571428571,38.37581310272217,2.363840095621347
anthropic/claude-sonnet-4,150,90.0,45.074270486831665,1.9967045285024252
anthropic/claude-sonnet-4,160,92.125,41.640782070159915,2.212374394044281
anthropic/claude-sonnet-4,170,88.82352941176471,51.39251861572266,1.7283357929181287
anthropic/claude-sonnet-4,180,90.22222222222221,69.70876760482788,1.294273666315306
anthropic/claude-sonnet-4,190,78.84210526315789,48.09482641220093,1.6393053295885656
anthropic/claude-sonnet-4,200,84.5,66.08823914527893,1.2785936059553242
anthropic/claude-sonnet-4,210,78.57142857142858,57.6422372341156,1.363087769343658
anthropic/claude-sonnet-4,220,77.27272727272728,67.91052494049072,1.1378608446988234
anthropic/claude-sonnet-4,230,78.52173913043478,87.20171794891357,0.9004609195478938
anthropic/claude-sonnet-4,240,74.41666666666666,61.15579452514648,1.2168375416342188
anthropic/claude-sonnet-4,250,77.2,85.83380608558655,0.8994125219499458
anthropic/claude-sonnet-4,260,73.92307692307693,73.87919840812683,1.0005939224557867
anthropic/claude-sonnet-4,270,78.44444444444446,78.32241125106812,1.0015580877992272
anthropic/claude-sonnet-4,280,69.85714285714286,66.22358326911926,1.0548680607217757
anthropic/claude-sonnet-4,290,65.51724137931035,67.92609205245972,0.9645371815106188
anthropic/claude-sonnet-4,300,75.8,85.55027303695678,0.8860287326874483
anthropic/claude-sonnet-4,310,71.09677419354838,67.4349790096283,1.054301124397136
anthropic/claude-sonnet-4,320,55.125,61.19621753692627,0.9007909674603197
anthropic/claude-sonnet-4,330,54.84848484848485,61.36239485740661,0.8938452447291418
anthropic/claude-sonnet-4,340,49.529411764705884,60.95611801147461,0.8125420938942057
anthropic/claude-sonnet-4,350,53.828571428571436,60.24365854263306,0.8935143172036637
anthropic/claude-sonnet-4,360,57.222222222222214,57.92669425010681,0.9878385598038283
anthropic/claude-sonnet-4,370,54.97297297297297,52.72629971504212,1.0426101067223177
anthropic/claude-sonnet-4,380,50.1578947368421,55.56042184829712,0.902763029297975
anthropic/claude-sonnet-4,390,46.35897435897436,53.76882538795471,0.8621905727804813
anthropic/claude-sonnet-4,400,50.75,54.69996170997619,0.9277885836388841
anthropic/claude-sonnet-4,410,47.853658536585364,52.902668714523315,0.9045603879610736
anthropic/claude-sonnet-4,420,47.142857142857146,54.652760124206544,0.8625887701868666
anthropic/claude-sonnet-4,430,50.97674418604652,55.503675603866576,0.9184390696910044
anthropic/claude-sonnet-4,440,44.909090909090914,45.88548526763916,0.9787210628185978
anthropic/claude-sonnet-4,450,44.0,42.45768766403198,1.0363258674888833
anthropic/claude-sonnet-4,460,48.26086956521739,60.75422081947327,0.7943624148949427
anthropic/claude-sonnet-4,470,44.255319148936174,50.09035873413086,0.8835097265690219
anthropic/claude-sonnet-4,480,44.04166666666667,51.297165870666504,0.8585594529278122
anthropic/claude-sonnet-4,490,46.244897959183675,54.927569723129274,0.8419250695468247
anthropic/claude-sonnet-4,500,42.92,49.75182785987854,0.8626818721290049
anthropic/claude-sonnet-4-high-reasoning,10,100.0,18.500063800811766,5.405386763888463
anthropic/claude-sonnet-4-high-reasoning,20,99.0,23.111452531814574,4.283590564622426
anthropic/claude-sonnet-4-high-reasoning,30,100.0,27.583857154846193,3.6253087970487496
anthropic/claude-sonnet-4-high-reasoning,40,99.0,24.63272109031677,4.019044409954259
anthropic/claude-sonnet-4-high-reasoning,50,100.0,29.052883005142213,3.44199919788685
anthropic/claude-sonnet-4-high-reasoning,60,98.0,36.45836606025696,2.687997587111541
anthropic/claude-sonnet-4-high-reasoning,70,96.85714285714286,39.227722358703616,2.46909932652903
anthropic/claude-sonnet-4-high-reasoning,80,97.0,35.73366980552673,2.7145266782813766
anthropic/claude-sonnet-4-high-reasoning,90,94.66666666666667,41.62756638526916,2.2741340627629523
anthropic/claude-sonnet-4-high-reasoning,100,94.8,37.95542397499084,2.497666738289224
anthropic/claude-sonnet-4-high-reasoning,110,96.36363636363637,74.6620261669159,1.2906646298106608
anthropic/claude-sonnet-4-high-reasoning,120,94.66666666666666,51.50449833869934,1.8380271572422289
anthropic/claude-sonnet-4-high-reasoning,130,91.07692307692308,49.73809785842896,1.831129998902613
anthropic/claude-sonnet-4-high-reasoning,140,91.28571428571429,63.288909387588504,1.4423651026544029
anthropic/claude-sonnet-4-high-reasoning,150,89.86666666666667,57.55456829071045,1.561416744762058
anthropic/claude-sonnet-4-high-reasoning,160,89.25,60.88920388221741,1.4657770887043133
anthropic/claude-sonnet-4-high-reasoning,170,84.94117647058823,62.35425796508789,1.3622353828369949
anthropic/claude-sonnet-4-high-reasoning,180,90.44444444444444,79.86848735809326,1.1324171451868557
anthropic/claude-sonnet-4-high-reasoning,190,88.73684210526315,112.2553388118744,0.7904910630039144
anthropic/claude-sonnet-4-high-reasoning,200,90.0,85.6803472995758,1.050415910259103
anthropic/claude-sonnet-4-high-reasoning,210,89.33333333333334,91.40042700767518,0.9773842011244843
anthropic/claude-sonnet-4-high-reasoning,220,85.45454545454545,119.6457384109497,0.7142297468300371
anthropic/claude-sonnet-4-high-reasoning,230,80.0,88.44791603088379,0.9044871104941128
anthropic/claude-sonnet-4-high-reasoning,240,83.91666666666667,84.90361123085022,0.9883757056987826
anthropic/claude-sonnet-4-high-reasoning,250,80.0,95.17974143028259,0.8405149961307525
anthropic/claude-sonnet-4-high-reasoning,260,78.07692307692307,122.2497284412384,0.6386674561363315
anthropic/claude-sonnet-4-high-reasoning,270,73.40740740740742,91.26605324745178,0.8043232373418866
anthropic/claude-sonnet-4-high-reasoning,280,79.42857142857143,117.14034056663513,0.6780633473008266
anthropic/claude-sonnet-4-high-reasoning,290,68.96551724137932,88.04726419448852,0.783278366140266
anthropic/claude-sonnet-4-high-reasoning,300,72.6,100.08831105232238,0.7253594274564935
anthropic/claude-sonnet-4-high-reasoning,310,63.677419354838705,90.6984182357788,0.7020786094560486
anthropic/claude-sonnet-4-high-reasoning,320,64.5625,97.82618923187256,0.6599715322342845
anthropic/claude-sonnet-4-high-reasoning,330,69.45454545454545,119.97760562896728,0.5788959122032722
anthropic/claude-sonnet-4-high-reasoning,340,64.23529411764706,109.75714678764344,0.5852493071993625
anthropic/claude-sonnet-4-high-reasoning,350,72.5142857142857,143.89759135246277,0.5039298089199368
anthropic/claude-sonnet-4-high-reasoning,360,57.55555555555556,142.2139744758606,0.4047109699850561
anthropic/claude-sonnet-4-high-reasoning,370,65.24324324324326,115.7660391330719,0.5635784357124528
anthropic/claude-sonnet-4-high-reasoning,380,59.473684210526315,113.50905566215515,0.5239554136327409
anthropic/claude-sonnet-4-high-reasoning,390,61.17948717948718,122.79530577659607,0.49822333836435273
anthropic/claude-sonnet-4-high-reasoning,400,52.4,94.77824516296387,0.5528694893000208
anthropic/claude-sonnet-4-high-reasoning,410,60.6829268292683,122.20044312477111,0.4965851618664657
anthropic/claude-sonnet-4-high-reasoning,420,59.857142857142854,116.78102841377259,0.5125587920416326
anthropic/claude-sonnet-4-high-reasoning,430,52.27906976744187,88.68611235618592,0.5894842876579804
anthropic/claude-sonnet-4-high-reasoning,440,50.13636363636364,118.41805629730224,0.4233844500072733
anthropic/claude-sonnet-4-high-reasoning,450,54.22222222222223,117.52869839668274,0.4613530394015889
anthropic/claude-sonnet-4-high-reasoning,460,60.0,110.41098613739014,0.543424183580236
anthropic/claude-sonnet-4-high-reasoning,470,48.25531914893617,121.20219707489014,0.39813898026220995
anthropic/claude-sonnet-4-high-reasoning,480,44.875,94.88740658760071,0.47292893349942167
anthropic/claude-sonnet-4-high-reasoning,490,52.36734693877552,86.22081265449523,0.6073631798000141
anthropic/claude-sonnet-4-high-reasoning,500,39.879999999999995,69.92148876190186,0.5703539885399211
deepseek/deepseek-r1-0528,10,98.0,22.295102500915526,4.395584186974504
deepseek/deepseek-r1-0528,20,100.0,22.46667613983154,4.451036698869236
deepseek/deepseek-r1-0528,30,98.0,23.65536437034607,4.142823524749887
deepseek/deepseek-r1-0528,40,98.0,31.330096864700316,3.127982668652927
deepseek/deepseek-r1-0528,50,94.8,24.094909381866454,3.9344410264246674
deepseek/deepseek-r1-0528,60,93.0,27.65288100242615,3.3631215493185165
deepseek/deepseek-r1-0528,70,92.85714285714286,29.47955265045166,3.1498830378526854
deepseek/deepseek-r1-0528,80,93.0,40.912961864471434,2.273118243261694
deepseek/deepseek-r1-0528,90,86.0,27.05379319190979,3.1788518301277464
deepseek/deepseek-r1-0528,100,86.8,28.3342342376709,3.0634320049700783
deepseek/deepseek-r1-0528,110,88.9090909090909,20.40977168083191,4.356202131971471
deepseek/deepseek-r1-0528,120,81.16666666666666,38.504670810699466,2.10796936989038
deepseek/deepseek-r1-0528,130,77.38461538461539,20.190315532684327,3.832759089839098
deepseek/deepseek-r1-0528,140,78.0,41.25403981208801,1.8907239231670327
deepseek/deepseek-r1-0528,150,66.66666666666667,32.365979766845705,2.0597759482923825
deepseek/deepseek-r1-0528,160,56.0,43.2681646823883,1.2942541106393175
deepseek/deepseek-r1-0528,170,72.58823529411765,34.92034196853638,2.078680539827487
deepseek/deepseek-r1-0528,180,64.0,26.522574043273927,2.413038790864655
deepseek/deepseek-r1-0528,190,57.578947368421055,34.65621905326843,1.6614318855706443
deepseek/deepseek-r1-0528,200,55.3,27.021077632904053,2.046550502214619
deepseek/deepseek-r1-0528,210,63.42857142857142,32.03827700614929,1.9797747368373526
deepseek/deepseek-r1-0528,220,54.090909090909086,35.09587697982788,1.5412325818784645
deepseek/deepseek-r1-0528,230,56.26086956521739,61.90250978469849,0.9088624962202156
deepseek/deepseek-r1-0528,240,51.25,37.67165412902832,1.3604393325672612
deepseek/deepseek-r1-0528,250,49.120000000000005,15.885222005844117,3.0921821540755885
deepseek/deepseek-r1-0528,260,47.07692307692308,37.036895990371704,1.2710817636867147
deepseek/deepseek-r1-0528,270,41.70370370370371,38.59609184265137,1.0805162313770384
