model,num_rules,accuracy,latency,acc_per_latency
deepseek/deepseek-r1-0528,280,44.5,30.327354192733765,1.4673221975513415
deepseek/deepseek-r1-0528,290,43.44827586206897,22.52986874580383,1.928474433308058
deepseek/deepseek-r1-0528,300,42.06666666666667,45.35472183227539,0.9275035755313823
deepseek/deepseek-r1-0528,310,41.41935483870968,39.072750902175905,1.0600573003525866
deepseek/deepseek-r1-0528,320,42.8125,73.16881589889526,0.5851194866834849
deepseek/deepseek-r1-0528,330,35.81818181818182,27.6382887840271,1.2959623549082422
deepseek/deepseek-r1-0528,340,36.0,117.85349955558777,0.30546398822056137
deepseek/deepseek-r1-0528,350,37.08571428571428,22.00815620422363,1.6850895614143762
deepseek/deepseek-r1-0528,360,36.77777777777778,48.985433387756345,0.7507900866499263
deepseek/deepseek-r1-0528,370,33.35135135135135,17.24699821472168,1.933748176704937
deepseek/deepseek-r1-0528,380,33.10526315789474,41.177682065963744,0.8039613085763896
deepseek/deepseek-r1-0528,390,31.589743589743584,17.154810428619385,1.8414510449525219
deepseek/deepseek-r1-0528,400,33.8,43.51212635040283,0.7767949497068667
deepseek/deepseek-r1-0528,410,33.1219512195122,28.815772342681885,1.1494382599092097
deepseek/deepseek-r1-0528,420,29.904761904761905,54.14201540946961,0.5523392817684336
deepseek/deepseek-r1-0528,430,32.51162790697674,28.305121850967407,1.1486128933893132
deepseek/deepseek-r1-0528,440,28.81818181818182,31.72536745071411,0.9083640043870681
deepseek/deepseek-r1-0528,450,31.644444444444446,28.084289216995238,1.1267667912098973
deepseek/deepseek-r1-0528,460,30.391304347826086,52.543836784362796,0.5783990322699585
deepseek/deepseek-r1-0528,470,30.255319148936167,29.579659271240235,1.022842043970157
deepseek/deepseek-r1-0528,480,27.041666666666664,22.223766326904297,1.2167904516674914
deepseek/deepseek-r1-0528,490,33.51020408163265,40.03727197647095,0.8369752090333699
deepseek/deepseek-r1-0528,500,30.880000000000003,38.52789444923401,0.8014972123817667
google/gemini-2.5-flash-preview-05-20,10,100.0,6.40672345161438,15.608602549373625
google/gemini-2.5-flash-preview-05-20,20,99.0,6.2824718952178955,15.75812859192526
google/gemini-2.5-flash-preview-05-20,30,97.33333333333333,6.822136878967285,14.267279455123944
google/gemini-2.5-flash-preview-05-20,40,96.0,8.034141111373902,11.949005957101397
google/gemini-2.5-flash-preview-05-20,50,96.0,7.401459169387818,12.970415400932389
google/gemini-2.5-flash-preview-05-20,60,91.33333333333333,8.5945415019989,10.626900028592708
google/gemini-2.5-flash-preview-05-20,70,90.85714285714286,9.602020740509033,9.46229396004473
google/gemini-2.5-flash-preview-05-20,80,88.0,9.714315366744994,9.058795877808365
google/gemini-2.5-flash-preview-05-20,90,84.22222222222223,10.081631469726563,8.354027071424634
google/gemini-2.5-flash-preview-05-20,100,82.0,10.677240419387818,7.679887010046505
google/gemini-2.5-flash-preview-05-20,110,79.81818181818183,11.66045708656311,6.845201798320587
google/gemini-2.5-flash-preview-05-20,120,79.33333333333334,12.043885803222656,6.587021384087322
google/gemini-2.5-flash-preview-05-20,130,80.61538461538461,11.454462051391602,7.037902282420208
google/gemini-2.5-flash-preview-05-20,140,74.0,11.883882045745848,6.226921448323385
google/gemini-2.5-flash-preview-05-20,150,77.86666666666666,12.379458236694337,6.289989850756123
google/gemini-2.5-flash-preview-05-20,160,72.5,13.459067010879517,5.386703249296201
google/gemini-2.5-flash-preview-05-20,170,66.23529411764704,13.031894731521607,5.082552881388522
google/gemini-2.5-flash-preview-05-20,180,67.66666666666666,13.580521202087402,4.98262663558641
google/gemini-2.5-flash-preview-05-20,190,73.15789473684211,15.373809242248536,4.75860559891676
google/gemini-2.5-flash-preview-05-20,200,59.1,12.636168718338013,4.677050561554483
google/gemini-2.5-flash-preview-05-20,210,59.23809523809524,13.250970602035522,4.470472165185809
google/gemini-2.5-flash-preview-05-20,220,53.0,12.49204616546631,4.242699658484779
google/gemini-2.5-flash-preview-05-20,230,56.52173913043479,13.133001041412353,4.303794612686356
google/gemini-2.5-flash-preview-05-20,240,50.5,13.163178777694702,3.8364593274060343
google/gemini-2.5-flash-preview-05-20,250,50.720000000000006,12.954924154281617,3.915113619807414
google/gemini-2.5-flash-preview-05-20,260,49.84615384615385,13.309565830230714,3.7451374809639297
google/gemini-2.5-flash-preview-05-20,270,49.62962962962963,13.658265733718872,3.6336699400353867
google/gemini-2.5-flash-preview-05-20,280,44.57142857142857,11.831320524215698,3.7672403921609776
google/gemini-2.5-flash-preview-05-20,290,50.0,13.487373971939087,3.7071708772980267
google/gemini-2.5-flash-preview-05-20,300,45.0,13.409097671508789,3.355930510940682
google/gemini-2.5-flash-preview-05-20,310,46.0,14.09677333831787,3.263158092707835
google/gemini-2.5-flash-preview-05-20,320,43.375,13.100075006484985,3.3110497442593183
google/gemini-2.5-flash-preview-05-20,330,43.21212121212121,13.48355221748352,3.2048024522862737
google/gemini-2.5-flash-preview-05-20,340,40.470588235294116,15.852545642852784,2.5529393920111834
google/gemini-2.5-flash-preview-05-20,350,44.114285714285714,15.026724863052369,2.9357219298500423
google/gemini-2.5-flash-preview-05-20,360,43.833333333333336,13.57895760536194,3.2280337421500467
google/gemini-2.5-flash-preview-05-20,370,42.0,13.43109302520752,3.1270723775923717
google/gemini-2.5-flash-preview-05-20,380,39.473684210526315,12.82750382423401,3.077269338712006
google/gemini-2.5-flash-preview-05-20,390,42.82051282051282,15.458522033691406,2.770026314752907
google/gemini-2.5-flash-preview-05-20,400,41.15,13.86227560043335,2.968488088543962
google/gemini-2.5-flash-preview-05-20,410,37.75609756097561,14.536963701248169,2.597247839157348
google/gemini-2.5-flash-preview-05-20,420,38.04761904761905,13.466558361053467,2.8253409689038502
google/gemini-2.5-flash-preview-05-20,430,39.581395348837205,14.443998622894288,2.7403350264863073
google/gemini-2.5-flash-preview-05-20,440,37.590909090909086,14.286962985992432,2.631133651551059
google/gemini-2.5-flash-preview-05-20,450,38.044444444444444,14.54161720275879,2.616245766476838
google/gemini-2.5-flash-preview-05-20,460,34.56521739130435,13.775372457504272,2.50920383444693
google/gemini-2.5-flash-preview-05-20,470,34.808510638297875,17.074544811248778,2.038620122708389
google/gemini-2.5-flash-preview-05-20,480,33.708333333333336,13.259018278121948,2.542294808428901
google/gemini-2.5-flash-preview-05-20,490,36.97959183673469,15.427137804031371,2.3970481307991753
google/gemini-2.5-flash-preview-05-20,500,34.2,13.759988784790039,2.485467142081094
google/gemini-2.5-pro-preview,10,100.0,21.54306893348694,4.641864179553275
google/gemini-2.5-pro-preview,20,100.0,26.39742579460144,3.788248171549026
google/gemini-2.5-pro-preview,30,100.0,31.171356296539308,3.2080734328233946
google/gemini-2.5-pro-preview,40,100.0,34.24385142326355,2.9202322707213075
google/gemini-2.5-pro-preview,50,100.0,34.91689343452454,2.863943213834816
google/gemini-2.5-pro-preview,60,99.0,34.62451620101929,2.859245727080675
google/gemini-2.5-pro-preview,70,100.0,42.94992461204529,2.3282927945339176
google/gemini-2.5-pro-preview,80,99.75,45.00671615600586,2.216335883165495
google/gemini-2.5-pro-preview,90,99.55555555555556,48.442947959899904,2.0551093554002047
google/gemini-2.5-pro-preview,100,98.8,50.764483499526975,1.9462425930310236
google/gemini-2.5-pro-preview,110,98.9090909090909,62.44384412765503,1.5839686407981122
google/gemini-2.5-pro-preview,120,99.16666666666666,60.63826928138733,1.6353808880410354
google/gemini-2.5-pro-preview,130,97.84615384615384,52.356882429122926,1.8688307879792327
google/gemini-2.5-pro-preview,140,93.42857142857142,51.957672929763795,1.7981669724675284
google/gemini-2.5-pro-preview,150,97.46666666666667,71.06691045761109,1.3714774715695865
google/gemini-2.5-pro-preview,160,98.0,66.50703535079955,1.4735283189678643
google/gemini-2.5-pro-preview,170,95.17647058823529,69.75744314193726,1.3643916161688623
google/gemini-2.5-pro-preview,180,95.0,63.45775980949402,1.49705883543949
google/gemini-2.5-pro-preview,190,93.57894736842105,67.99479093551636,1.3762664180726392
google/gemini-2.5-pro-preview,200,91.2,76.33946323394775,1.194663888590768
google/gemini-2.5-pro-preview,210,91.61904761904762,65.68741555213929,1.3947732126304337
google/gemini-2.5-pro-preview,220,92.0,73.11028156280517,1.258372940623511
google/gemini-2.5-pro-preview,230,89.30434782608695,64.04094395637512,1.394488311835649
google/gemini-2.5-pro-preview,240,91.16666666666666,65.25281620025635,1.3971299933918946
google/gemini-2.5-pro-preview,250,84.8,63.36584477424621,1.33826038778647
google/gemini-2.5-pro-preview,260,83.61538461538461,67.27345266342164,1.24291799075222
google/gemini-2.5-pro-preview,270,85.7037037037037,65.23103632926941,1.313848568511062
google/gemini-2.5-pro-preview,280,84.14285714285714,62.3522388458252,1.3494761166621836
google/gemini-2.5-pro-preview,290,88.48275862068967,91.38971905708313,0.9681916033183368
google/gemini-2.5-pro-preview,300,80.0,72.21888308525085,1.1077435233325876
google/gemini-2.5-pro-preview,310,80.70967741935485,67.8734381198883,1.1891202163178067
google/gemini-2.5-pro-preview,320,79.875,66.7701922416687,1.1962673360427005
google/gemini-2.5-pro-preview,330,84.24242424242425,102.59411325454712,0.8211233721900755
google/gemini-2.5-pro-preview,340,78.35294117647058,65.55874600410462,1.1951561912359476
google/gemini-2.5-pro-preview,350,74.34285714285714,60.58657302856445,1.2270516952296853
google/gemini-2.5-pro-preview,360,77.94444444444444,74.81719417572022,1.041798550496018
google/gemini-2.5-pro-preview,370,78.70270270270271,85.35238571166992,0.9220914218914676
google/gemini-2.5-pro-preview,380,71.0,64.71813039779663,1.0970650660578607
google/gemini-2.5-pro-preview,390,75.7948717948718,70.34059772491455,1.0775409115982726
google/gemini-2.5-pro-preview,400,72.95,73.19097304344177,0.9967076125180254
google/gemini-2.5-pro-preview,410,76.04878048780488,84.4207808971405,0.9008300998833901
google/gemini-2.5-pro-preview,420,68.85714285714286,63.73565602302551,1.0803551285683344
google/gemini-2.5-pro-preview,430,75.95348837209302,83.87916722297669,0.9055107589490633
google/gemini-2.5-pro-preview,440,70.81818181818183,69.24957242012024,1.0226515391105264
google/gemini-2.5-pro-preview,450,69.73333333333333,68.78411808013917,1.013799918930243
google/gemini-2.5-pro-preview,460,65.17391304347827,64.55046114921569,1.0096583646834278
google/gemini-2.5-pro-preview,470,68.12765957446808,75.6780613899231,0.9002299784536977
google/gemini-2.5-pro-preview,480,71.45833333333334,78.00390787124634,0.9160865818579608
google/gemini-2.5-pro-preview,490,63.755102040816325,62.101150560379025,1.0266331857866178
google/gemini-2.5-pro-preview,500,66.64,69.3617774963379,0.960759692231336
google/gemini-2.5-pro-preview-high-reasoning,10,100.0,24.779160594940187,4.035649214865641
google/gemini-2.5-pro-preview-high-reasoning,20,100.0,32.19830265045166,3.105753774837484
google/gemini-2.5-pro-preview-high-reasoning,30,100.0,36.1726056098938,2.7645229950658674
google/gemini-2.5-pro-preview-high-reasoning,40,100.0,37.337831258773804,2.6782487527714016
google/gemini-2.5-pro-preview-high-reasoning,50,99.6,47.096299171447754,2.114815850761852
google/gemini-2.5-pro-preview-high-reasoning,60,99.66666666666666,42.01680059432984,2.372067012644382
google/gemini-2.5-pro-preview-high-reasoning,70,99.71428571428571,46.24141340255737,2.156384902126954
google/gemini-2.5-pro-preview-high-reasoning,80,100.0,60.22696361541748,1.6603858802936735
google/gemini-2.5-pro-preview-high-reasoning,90,100.0,53.11467642784119,1.8827188025112938
google/gemini-2.5-pro-preview-high-reasoning,100,98.4,52.76631898880005,1.8648259322558762
google/gemini-2.5-pro-preview-high-reasoning,110,98.9090909090909,63.20269517898559,1.5649505235336454
google/gemini-2.5-pro-preview-high-reasoning,120,96.0,63.803681182861325,1.5046153798691337
google/gemini-2.5-pro-preview-high-reasoning,130,99.23076923076924,72.49643297195435,1.368767609147849
google/gemini-2.5-pro-preview-high-reasoning,140,97.28571428571429,64.15652594566345,1.5163806464226133
google/gemini-2.5-pro-preview-high-reasoning,150,98.26666666666668,90.58114409446716,1.084846826003702
google/gemini-2.5-pro-preview-high-reasoning,160,94.625,68.10944480895996,1.3893080506736395
google/gemini-2.5-pro-preview-high-reasoning,170,94.82352941176471,69.99254541397094,1.354766123319718
google/gemini-2.5-pro-preview-high-reasoning,180,95.22222222222221,82.6878927707672,1.1515860306925887
google/gemini-2.5-pro-preview-high-reasoning,190,95.36842105263159,91.7900161743164,1.0389846851265339
google/gemini-2.5-pro-preview-high-reasoning,200,90.2,67.41790781021118,1.3379234528298167
google/gemini-2.5-pro-preview-high-reasoning,210,94.28571428571429,78.73120622634887,1.1975647116931865
google/gemini-2.5-pro-preview-high-reasoning,220,93.0,80.76580934524536,1.1514773485703311
google/gemini-2.5-pro-preview-high-reasoning,230,89.56521739130434,81.84602465629578,1.094313593939651
google/gemini-2.5-pro-preview-high-reasoning,240,90.08333333333333,80.45289597511291,1.119702805492539
google/gemini-2.5-pro-preview-high-reasoning,250,84.8,74.51227040290833,1.1380675899615338
google/gemini-2.5-pro-preview-high-reasoning,260,87.15384615384616,77.29100942611694,1.127606519839247
google/gemini-2.5-pro-preview-high-reasoning,270,80.88888888888889,66.55601072311401,1.2153506198771804
google/gemini-2.5-pro-preview-high-reasoning,280,83.64285714285714,66.50891757011414,1.257618680302236
google/gemini-2.5-pro-preview-high-reasoning,290,75.72413793103449,77.58606114387513,0.9760018335073372
google/gemini-2.5-pro-preview-high-reasoning,300,81.2,64.18740825653076,1.2650456250776927
google/gemini-2.5-pro-preview-high-reasoning,310,81.74193548387096,77.1535750389099,1.0594704839360596
google/gemini-2.5-pro-preview-high-reasoning,320,81.375,77.61110315322875,1.0484968863197335
google/gemini-2.5-pro-preview-high-reasoning,330,83.21212121212122,93.15872077941894,0.8932295389623344
google/gemini-2.5-pro-preview-high-reasoning,340,76.23529411764706,77.88071002960206,0.9788726128545877
google/gemini-2.5-pro-preview-high-reasoning,350,82.57142857142858,87.46068654060363,0.9440976493260751
google/gemini-2.5-pro-preview-high-reasoning,360,74.72222222222221,75.85445261001587,0.9850736463208732
google/gemini-2.5-pro-preview-high-reasoning,370,73.08108108108108,77.36691575050354,0.9446037802095715
google/gemini-2.5-pro-preview-high-reasoning,380,76.73684210526315,76.0420307636261,1.0091372012906499
google/gemini-2.5-pro-preview-high-reasoning,390,72.05128205128206,73.86923961639404,0.9753895183630872
google/gemini-2.5-pro-preview-high-reasoning,400,74.75,87.7211392879486,0.8521321155511872
google/gemini-2.5-pro-preview-high-reasoning,410,73.65853658536585,89.0320701122284,0.8273258893398344
google/gemini-2.5-pro-preview-high-reasoning,420,76.61904761904762,92.49865484237671,0.8283260740343857
google/gemini-2.5-pro-preview-high-reasoning,430,71.3953488372093,82.37213416099549,0.8667415208360126
google/gemini-2.5-pro-preview-high-reasoning,440,71.5909090909091,84.94493474960328,0.8427919722575742
google/gemini-2.5-pro-preview-high-reasoning,450,70.57777777777778,80.07491855621338,0.8813968100165034
google/gemini-2.5-pro-preview-high-reasoning,460,68.91304347826087,102.53139777183533,0.672116492858257
google/gemini-2.5-pro-preview-high-reasoning,470,76.38297872340425,90.9569755077362,0.8397704331858266
google/gemini-2.5-pro-preview-high-reasoning,480,71.58333333333334,82.66361203193665,0.8659594176174821
google/gemini-2.5-pro-preview-high-reasoning,490,71.22448979591836,81.93904080390931,0.8692375343563973
google/gemini-2.5-pro-preview-high-reasoning,500,68.88,77.69210247993469,0.8865765991825157
meta-llama/llama-4-maverick,10,100.0,2.593831920623779,38.55299921513474
meta-llama/llama-4-maverick,20,100.0,5.580140399932861,17.92069604578465
meta-llama/llama-4-maverick,30,97.33333333333334,4.65670599937439,20.901756165497606
meta-llama/llama-4-maverick,40,87.5,9.15417652130127,9.558478558545628
meta-llama/llama-4-maverick,50,76.4,8.045424461364746,9.496080706106122
meta-llama/llama-4-maverick,60,58.0,6.483280515670776,8.946088305111564
meta-llama/llama-4-maverick,70,60.57142857142857,6.744412851333618,8.98097876073102
meta-llama/llama-4-maverick,80,52.0,7.929320573806763,6.557938919984349
meta-llama/llama-4-maverick,90,35.77777777777778,4.647447967529297,7.6983708107652395
meta-llama/llama-4-maverick,100,50.4,7.618809938430786,6.6152063652057285
meta-llama/llama-4-maverick,110,32.72727272727273,4.951043272018433,6.610177073635336
meta-llama/llama-4-maverick,120,54.666666666666664,15.74573473930359,3.4718396805079474
meta-llama/llama-4-maverick,130,27.384615384615387,37.981896591186526,0.7209912574763269
meta-llama/llama-4-maverick,140,43.0,7.207644081115722,5.965888370190406
meta-llama/llama-4-maverick,150,41.733333333333334,6.151329565048218,6.784441134557583
meta-llama/llama-4-maverick,160,52.375,17.68621063232422,2.961346615666602
meta-llama/llama-4-maverick,170,37.294117647058826,33.15427980422974,1.1248658655013504
meta-llama/llama-4-maverick,180,53.55555555555556,31.193372297286988,1.7168889290053932
meta-llama/llama-4-maverick,190,68.84210526315789,10.852964401245117,6.343161436635682
meta-llama/llama-4-maverick,200,35.3,13.496017789840698,2.6155863566342163
meta-llama/llama-4-maverick,210,34.57142857142857,8.616147661209107,4.012399732547893
meta-llama/llama-4-maverick,220,50.0,7.555828380584717,6.617408109543469
meta-llama/llama-4-maverick,230,82.26086956521739,13.26324200630188,6.202169087025032
meta-llama/llama-4-maverick,240,16.0,5.699390697479248,2.8073176325807165
meta-llama/llama-4-maverick,250,34.8,8.038304042816161,4.329271425245576
meta-llama/llama-4-maverick,260,64.23076923076923,15.781768941879273,4.069934711838501
meta-llama/llama-4-maverick,270,32.592592592592595,8.073552465438842,4.036958046921047
meta-llama/llama-4-maverick,280,16.428571428571427,12.983078050613404,1.2653833986459964
meta-llama/llama-4-maverick,290,66.20689655172414,21.303689861297606,3.107766634924692
meta-llama/llama-4-maverick,300,29.333333333333332,8.592531156539916,3.4138175118524012
meta-llama/llama-4-maverick,310,48.96774193548387,14.423843431472779,3.3949163527826722
meta-llama/llama-4-maverick,320,13.4375,8.931103372573853,1.5045733365112142
meta-llama/llama-4-maverick,330,61.15151515151515,22.142440700531004,2.761733269541901
meta-llama/llama-4-maverick,340,49.23529411764706,14.499141883850097,3.3957384865988454
meta-llama/llama-4-maverick,350,36.22857142857143,12.772904682159425,2.8363612138414958
meta-llama/llama-4-maverick,360,47.888888888888886,16.233183002471925,2.9500615425573997
meta-llama/llama-4-maverick,370,29.189189189189186,14.147803688049317,2.063160461707944
meta-llama/llama-4-maverick,380,28.89473684210526,44.025617599487305,0.6563164452335076
meta-llama/llama-4-maverick,390,11.538461538461538,7.199407339096069,1.6026960269079962
meta-llama/llama-4-maverick,400,28.05,10.92965040206909,2.5664132857067288
meta-llama/llama-4-maverick,410,29.5609756097561,14.317212629318238,2.0647158336687874
meta-llama/llama-4-maverick,420,10.333333333333332,6.012075471878052,1.7187630763566257
meta-llama/llama-4-maverick,430,29.395348837209305,9.267368078231812,3.171919857834961
meta-llama/llama-4-maverick,440,12.0,10.246716737747192,1.1711068342305204
meta-llama/llama-4-maverick,450,11.511111111111111,10.232238721847533,1.1249846122660305
meta-llama/llama-4-maverick,460,45.26086956521739,14.648104429244995,3.089878952177177
meta-llama/llama-4-maverick,470,29.48936170212766,9.171317625045777,3.2153898608413387
meta-llama/llama-4-maverick,480,11.208333333333334,9.35593385696411,1.1979919380244854
meta-llama/llama-4-maverick,490,10.448979591836736,8.674226808547974,1.204600689198009
meta-llama/llama-4-maverick,500,27.68,7.782857990264892,3.556534120836233
meta-llama/llama-4-scout,10,100.0,8.459730434417725,11.820707618904514
meta-llama/llama-4-scout,20,97.0,9.818932056427002,9.878874753645785
meta-llama/llama-4-scout,30,93.33333333333334,8.577426481246949,10.881274650081869
meta-llama/llama-4-scout,40,76.0,9.837097406387329,7.725856201307147
meta-llama/llama-4-scout,50,54.4,11.149162292480469,4.879290351409628
meta-llama/llama-4-scout,60,42.66666666666667,5.525799894332886,7.72135572814073
meta-llama/llama-4-scout,70,41.142857142857146,9.334761810302734,4.407488694296191
meta-llama/llama-4-scout,80,33.5,12.133133745193481,2.761034428823548
meta-llama/llama-4-scout,90,29.555555555555554,8.424588346481324,3.508249227144724
meta-llama/llama-4-scout,100,27.2,10.234198379516602,2.6577557900812114
meta-llama/llama-4-scout,110,21.272727272727273,7.620783138275146,2.791409608008088
meta-llama/llama-4-scout,120,26.0,10.002555465698242,2.5993357486656072
meta-llama/llama-4-scout,130,17.846153846153847,7.10479621887207,2.5118459835273126
meta-llama/llama-4-scout,140,22.857142857142858,6.566983079910278,3.480615463601156
meta-llama/llama-4-scout,150,22.133333333333333,8.878396844863891,2.492942557094343
meta-llama/llama-4-scout,160,14.625,6.564054155349732,2.228043775062484
meta-llama/llama-4-scout,170,11.294117647058824,13.23479413986206,0.8533655701558601
meta-llama/llama-4-scout,180,13.0,8.789231538772583,1.4790826641273636
meta-llama/llama-4-scout,190,17.473684210526315,9.07833456993103,1.9247675965151245
meta-llama/llama-4-scout,200,12.6,10.427472686767578,1.2083464880219106
meta-llama/llama-4-scout,210,13.047619047619047,10.44825177192688,1.2487849003290996
meta-llama/llama-4-scout,220,12.181818181818182,9.105438947677612,1.3378617166968338
meta-llama/llama-4-scout,230,11.565217391304348,7.700223970413208,1.5019325977714044
meta-llama/llama-4-scout,240,10.75,6.078187131881714,1.768619452930855
meta-llama/llama-4-scout,250,9.28,6.679366636276245,1.3893532883192066
meta-llama/llama-4-scout,260,9.23076923076923,7.0589734554290775,1.307664533526446
meta-llama/llama-4-scout,270,11.333333333333334,8.495064640045166,1.334107957214211
meta-llama/llama-4-scout,280,9.071428571428571,7.882364130020141,1.1508512448543013
meta-llama/llama-4-scout,290,9.793103448275861,12.087046766281128,0.810214739600031
meta-llama/llama-4-scout,300,8.933333333333334,5.175367212295532,1.7261255031545786
meta-llama/llama-4-scout,310,8.451612903225806,6.7660928726196286,1.2491127541903804
meta-llama/llama-4-scout,320,9.8125,10.140565872192383,0.9676481691133223
meta-llama/llama-4-scout,330,8.424242424242424,10.699130249023437,0.7873763780949715
meta-llama/llama-4-scout,340,7.764705882352942,6.845478630065918,1.134282393089316
meta-llama/llama-4-scout,350,7.657142857142857,8.857327365875244,0.8644981201263536
meta-llama/llama-4-scout,360,7.222222222222221,11.373424386978149,0.6350085934093173
meta-llama/llama-4-scout,370,7.621621621621623,9.72388572692871,0.7838041124357096
meta-llama/llama-4-scout,380,6.842105263157895,8.387862920761108,0.8157149595545664
meta-llama/llama-4-scout,390,27.333333333333332,23.16355276107788,1.180014724652343
meta-llama/llama-4-scout,400,6.35,7.001366472244262,0.906965808056685
meta-llama/llama-4-scout,410,8.878048780487806,6.711266756057739,1.3228573834402098
meta-llama/llama-4-scout,420,8.333333333333332,7.092545795440674,1.1749424781564721
meta-llama/llama-4-scout,430,6.976744186046512,5.808077621459961,1.2012140058646092
meta-llama/llama-4-scout,440,8.318181818181817,7.568484973907471,1.099055074675968
meta-llama/llama-4-scout,450,6.311111111111112,10.326212644577026,0.6111738474052723
meta-llama/llama-4-scout,460,8.043478260869566,8.892795705795288,0.9044937640507995
meta-llama/llama-4-scout,470,6.297872340425532,7.179359817504883,0.8772192090261185
meta-llama/llama-4-scout,480,6.333333333333334,9.289617443084717,0.6817647090567684
meta-llama/llama-4-scout,490,5.795918367346938,5.859871959686279,0.9890861792238265
meta-llama/llama-4-scout,500,6.720000000000001,7.7148175716400145,0.8710510569560317
openai/gpt-4.1,10,98.0,12.070887470245362,8.118707115907524
openai/gpt-4.1,20,99.0,17.594917201995848,5.626624943069928
openai/gpt-4.1,30,99.33333333333334,13.185900354385376,7.533299256299703
openai/gpt-4.1,40,99.5,15.107009363174438,6.586346616196977
openai/gpt-4.1,50,98.8,21.249646997451784,4.649489001480726
openai/gpt-4.1,60,97.66666666666666,18.736350536346436,5.212683573420779
openai/gpt-4.1,70,94.0,18.775038766860963,5.006647451823933
openai/gpt-4.1,80,94.75,17.473535013198852,5.422486058397995
openai/gpt-4.1,90,94.66666666666667,22.010587406158447,4.300960484143165
openai/gpt-4.1,100,95.4,20.660186958312988,4.617576800853399
openai/gpt-4.1,110,93.63636363636364,25.445476770401,3.6798824593172674
openai/gpt-4.1,120,90.83333333333333,19.110546684265138,4.753047353068234
openai/gpt-4.1,130,90.15384615384616,20.238583040237426,4.454553264653281
openai/gpt-4.1,140,87.57142857142858,21.036999130249022,4.16273385900891
openai/gpt-4.1,150,86.93333333333334,25.496081256866454,3.4096743125934683
openai/gpt-4.1,160,87.0,26.4027663230896,3.295109267543577
openai/gpt-4.1,170,84.47058823529412,25.93843455314636,3.2565800400258826
openai/gpt-4.1,180,83.88888888888889,23.591021823883057,3.555966736632049
openai/gpt-4.1,190,83.05263157894737,22.69647765159607,3.659274044803464
openai/gpt-4.1,200,79.7,23.76425485610962,3.3537765220317732
openai/gpt-4.1,210,78.0952380952381,22.925358152389528,3.406500242051755
openai/gpt-4.1,220,76.45454545454545,23.665363836288453,3.2306515962923883
openai/gpt-4.1,230,76.69565217391305,27.438549852371217,2.7951787753566384
openai/gpt-4.1,240,73.08333333333334,23.125461292266845,3.160297319464603
openai/gpt-4.1,250,74.0,24.788211059570312,2.985290056719516
openai/gpt-4.1,260,68.76923076923076,28.144592571258546,2.4434260540498416
openai/gpt-4.1,270,71.40740740740742,29.69681844711304,2.4045473940104602
openai/gpt-4.1,280,67.14285714285714,27.38034529685974,2.4522282832772664
openai/gpt-4.1,290,66.89655172413794,41.49533405303955,1.612146359362487
openai/gpt-4.1,300,66.53333333333333,31.002858924865723,2.146038644196472
openai/gpt-4.1,310,63.225806451612904,30.006877183914185,2.1070438641148046
openai/gpt-4.1,320,62.5625,31.470087385177614,1.9879989284512405
openai/gpt-4.1,330,61.27272727272727,29.57445282936096,2.0718127103233117
openai/gpt-4.1,340,54.82352941176471,27.94392466545105,1.961912296433676
openai/gpt-4.1,350,61.828571428571436,32.27856597900391,1.915468347286208
openai/gpt-4.1,360,56.333333333333336,25.423851251602173,2.215767106873051
openai/gpt-4.1,370,59.351351351351354,28.8035569190979,2.0605563235837394
openai/gpt-4.1,380,56.789473684210535,31.806046581268312,1.7854930048947306
openai/gpt-4.1,390,58.92307692307693,30.51301512718201,1.9310801203184371
openai/gpt-4.1,400,52.7,32.02830557823181,1.6454195452605465
openai/gpt-4.1,410,51.80487804878048,34.303933477401735,1.5101731141971744
openai/gpt-4.1,420,49.904761904761905,39.396826171875,1.2667203618647944
openai/gpt-4.1,430,48.79069767441861,28.379657077789307,1.7192137854478706
openai/gpt-4.1,440,48.18181818181819,26.948494958877564,1.7879224147894683
openai/gpt-4.1,450,46.577777777777776,29.82155466079712,1.5618829503549687
openai/gpt-4.1,460,50.78260869565217,32.80817584991455,1.5478644386680962
openai/gpt-4.1,470,46.59574468085106,27.03534245491028,1.7235122787352797
openai/gpt-4.1,480,42.83333333333333,28.549897384643554,1.5002972779990642
openai/gpt-4.1,490,45.51020408163265,29.85244655609131,1.5245050014953103
openai/gpt-4.1,500,48.92,30.814060020446778,1.5875869641176452
openai/gpt-4.1-mini,10,100.0,9.27697172164917,10.779379629522355
openai/gpt-4.1-mini,20,99.0,9.730320167541503,10.174382578925323
openai/gpt-4.1-mini,30,97.33333333333334,12.656317520141602,7.690493951217206
openai/gpt-4.1-mini,40,92.0,12.032446384429932,7.645992931167234
openai/gpt-4.1-mini,50,93.2,13.67529296875,6.815210483093512
openai/gpt-4.1-mini,60,92.66666666666666,17.823162460327147,5.199226953854841
openai/gpt-4.1-mini,70,88.28571428571429,13.501598405838013,6.5389083301085345
openai/gpt-4.1-mini,80,85.25,12.766649198532104,6.677554828545141
openai/gpt-4.1-mini,90,84.88888888888889,15.956889438629151,5.319889519531674
openai/gpt-4.1-mini,100,80.0,13.723015403747558,5.829622546233764
openai/gpt-4.1-mini,110,78.18181818181819,12.60345253944397,6.203206457686027
openai/gpt-4.1-mini,120,77.83333333333333,15.574977207183839,4.997332085817327
