model,num_rules,seed,accuracy,omission_pct,modification_pct,recency_ratio,latency
openai/gpt-4o-mini,340,1,14.117647058823529,93.4931506849315,6.506849315068493,1.223529411764706,8.010894060134888
openai/gpt-4o,340,1,13.823529411764707,92.83276450511946,7.167235494880546,1.2045454545454546,10.881897926330566
anthropic/claude-3.7-sonnet,330,1,63.63636363636363,81.66666666666667,18.333333333333332,1.6666666666666667,68.6002459526062
openai/gpt-4.1,340,1,52.352941176470594,83.33333333333334,16.666666666666664,1.6666666666666665,33.5119411945343
google/gemini-2.5-pro-preview,330,1,74.24242424242425,90.58823529411765,9.411764705882353,1.4782608695652175,68.76813316345215
openai/gpt-4.1-nano,340,1,19.705882352941178,88.64468864468864,11.355311355311356,1.602941176470588,4.937723875045776
google/gemini-2.5-flash-preview-05-20,340,1,36.470588235294116,90.27777777777779,9.722222222222223,1.7551020408163265,12.888860940933228
anthropic/claude-sonnet-4,330,1,47.878787878787875,80.23255813953489,19.767441860465116,1.4166666666666667,89.41909193992615
anthropic/claude-3.5-haiku,340,1,12.941176470588237,95.94594594594594,4.054054054054054,1.5135135135135134,9.789579153060911
meta-llama/llama-4-scout,340,1,5.88235294117647,96.875,3.125,1.099009900990099,8.038804054260254
meta-llama/llama-4-maverick,330,1,73.93939393939394,93.02325581395348,6.976744186046512,,30.245954990386963
deepseek/deepseek-r1-0528,340,1,42.05882352941177,87.30964467005076,12.690355329949238,1.5094339622641508,32.439393043518066
anthropic/claude-opus-4,330,1,45.75757575757576,83.79888268156425,16.201117318435752,1.44,116.8739960193634
anthropic/claude-sonnet-4,340,1,36.470588235294116,88.88888888888889,11.11111111111111,1.2307692307692308,54.99796199798584
meta-llama/llama-4-maverick,340,1,99.70588235294117,0.0,100.0,0.0,20.191591262817383
anthropic/claude-3.7-sonnet,340,1,59.411764705882355,86.95652173913044,13.043478260869565,1.8750000000000002,63.33552312850952
qwen/qwen3-235b-a22b,340,1,26.764705882352942,90.36144578313254,9.63855421686747,1.2876712328767124,33.49018406867981
openai/gpt-4.5-preview,340,1,55.00000000000001,78.43137254901961,21.568627450980394,1.452380952380952,43.40584683418274
openai/gpt-4.1-mini,350,1,37.42857142857143,82.64840182648402,17.35159817351598,2.7567567567567566,16.436609983444214
google/gemini-2.5-pro-preview,340,1,72.05882352941177,93.6842105263158,6.315789473684211,2.0,70.01547026634216
openai/gpt-4o,350,1,15.714285714285714,92.54237288135593,7.457627118644068,1.2857142857142856,10.786027908325195
x-ai/grok-3-mini-beta,340,1,49.705882352941174,83.04093567251462,16.95906432748538,3.1923076923076925,12.176817893981934
openai/gpt-4o-mini,350,1,12.857142857142856,92.45901639344262,7.540983606557377,1.1777777777777778,12.472209930419922
x-ai/grok-3-mini-beta,330,1,47.27272727272727,87.35632183908046,12.643678160919542,2.7,10.177008867263794
x-ai/grok-3-beta,340,1,74.70588235294117,83.72093023255815,16.27906976744186,0.9375000000000001,30.02203798294067
openai/gpt-4.5-preview,350,1,53.42857142857142,82.20858895705521,17.791411042944784,2.085714285714286,38.48090600967407
openai/gpt-4.1,350,1,68.28571428571428,74.77477477477478,25.225225225225223,2.04,41.29661798477173
google/gemini-2.5-flash-preview-05-20,350,1,46.0,87.3015873015873,12.698412698412698,1.8863636363636365,13.04472017288208
anthropic/claude-3.5-haiku,350,1,11.714285714285715,96.44012944983818,3.559870550161812,1.4074074074074074,10.492505073547363
openai/gpt-4.1-nano,350,1,20.0,92.5,7.5,1.6818181818181817,6.025210857391357
qwen/qwen3-235b-a22b,270,1,34.44444444444444,88.70056497175142,11.299435028248588,1.4166666666666667,216.6187069416046
meta-llama/llama-4-scout,350,1,3.428571428571429,97.0414201183432,2.9585798816568047,1.074766355140187,5.193901062011719
deepseek/deepseek-r1-0528,350,1,42.57142857142857,90.04975124378109,9.950248756218906,1.723404255319149,36.081348180770874
x-ai/grok-3-beta,350,1,78.28571428571428,80.26315789473685,19.736842105263158,1.7647058823529413,36.39073085784912
meta-llama/llama-4-maverick,350,1,100.0,0.0,0.0,,27.170356035232544
x-ai/grok-3-mini-beta,350,1,40.57142857142857,87.01923076923077,12.980769230769232,2.13953488372093,11.68758511543274
openai/o4-mini,360,1,40.0,86.57407407407408,13.425925925925927,2.1555555555555554,15.550703287124634
google/gemini-2.5-pro-preview,350,1,65.42857142857143,84.29752066115702,15.702479338842975,2.192307692307692,60.856056690216064
openai/gpt-4o,360,1,15.277777777777779,91.80327868852459,8.19672131147541,1.3255813953488371,11.050791025161743
openai/gpt-4.1-mini,360,1,32.77777777777778,84.71074380165288,15.289256198347106,2.163265306122449,16.194475650787354
openai/gpt-4.5-preview,360,1,48.05555555555556,83.42245989304813,16.577540106951872,1.3921568627450982,37.08382415771485
openai/gpt-4.1-nano,360,1,20.27777777777778,90.2439024390244,9.75609756097561,1.671641791044776,7.2901771068573
anthropic/claude-3.7-sonnet,350,1,62.0,84.9624060150376,15.037593984962406,1.71875,69.10672688484192
qwen/qwen3-235b-a22b,350,1,34.85714285714286,89.47368421052632,10.526315789473683,1.4666666666666666,71.6932680606842
anthropic/claude-3.5-haiku,360,1,9.722222222222223,96.3076923076923,3.6923076923076925,1.3522727272727275,10.42991328239441
anthropic/claude-sonnet-4,350,1,75.42857142857143,72.09302325581395,27.906976744186046,7.833333333333333,96.2781789302826
openai/gpt-4.1,360,1,55.27777777777778,85.09316770186336,14.906832298136646,2.0909090909090904,22.48524498939514
google/gemini-2.5-flash-preview-05-20,360,1,35.833333333333336,91.77489177489177,8.225108225108226,1.5333333333333334,12.509790897369385
openai/gpt-4o-mini,360,1,15.833333333333332,92.73927392739274,7.2607260726072615,1.1758241758241759,12.418145179748535
openai/o3,350,1,62.28571428571429,86.36363636363636,13.636363636363635,2.4347826086956523,40.62613821029663
x-ai/grok-3-mini-beta,360,1,46.38888888888889,87.04663212435233,12.953367875647666,2.073170731707317,10.37234902381897
anthropic/claude-opus-4,340,1,59.11764705882353,80.57553956834532,19.424460431654676,1.676470588235294,219.8710091114044
meta-llama/llama-4-maverick,360,1,100.0,0.0,0.0,,21.81640315055847
qwen/qwen3-235b-a22b,330,1,36.666666666666664,86.60287081339713,13.397129186602871,1.4444444444444444,123.421884059906
x-ai/grok-3-beta,360,1,70.0,82.4074074074074,17.59259259259259,1.4827586206896552,33.53003716468811
anthropic/claude-sonnet-4,360,1,61.38888888888889,84.89208633093526,15.107913669064748,1.4473684210526316,62.60790514945984
meta-llama/llama-4-scout,360,1,6.944444444444445,95.52238805970148,4.477611940298507,1.1262135922330099,24.014750957489017
anthropic/claude-3.7-sonnet,360,1,60.55555555555555,87.32394366197182,12.676056338028168,1.5405405405405403,69.56040382385254
openai/gpt-4.1-mini,370,1,35.67567567567568,87.39495798319328,12.605042016806722,2.2954545454545454,14.18406891822815
openai/gpt-4o,370,1,19.72972972972973,93.60269360269359,6.397306397306397,1.3414634146341464,12.145065069198608
openai/gpt-4.1,370,1,55.67567567567567,81.70731707317073,18.29268292682927,2.090909090909091,25.95428729057312
anthropic/claude-opus-4,360,1,44.166666666666664,88.55721393034825,11.442786069651742,1.7058823529411764,92.1897189617157
openai/gpt-4o-mini,370,1,11.891891891891893,92.33128834355828,7.668711656441718,1.1199999999999999,10.253560066223145
openai/gpt-4.1-nano,370,1,18.37837837837838,88.74172185430463,11.258278145695364,1.5753424657534245,7.531676292419434
anthropic/claude-3.5-haiku,370,1,7.567567567567568,95.90643274853801,4.093567251461988,1.222222222222222,10.174142837524414
qwen/qwen3-235b-a22b,360,1,23.88888888888889,91.97080291970804,8.02919708029197,1.3733333333333333,73.22829580307007
anthropic/claude-opus-4,350,1,54.285714285714285,84.375,15.625,1.8648648648648647,205.20882415771484
google/gemini-2.5-flash-preview-05-20,370,1,36.486486486486484,88.93617021276596,11.063829787234042,1.4745762711864405,12.03367304801941
google/gemini-2.5-pro-preview,360,1,79.16666666666666,90.66666666666666,9.333333333333334,1.4761904761904765,93.46011900901794
openai/o3,330,1,88.18181818181819,82.05128205128204,17.94871794871795,0.8333333333333334,192.82156085968015
deepseek/deepseek-r1-0528,370,1,32.972972972972975,91.53225806451613,8.46774193548387,1.5156249999999998,18.6798791885376
openai/o4-mini,350,1,53.142857142857146,82.92682926829268,17.073170731707318,2.392857142857143,40.19021415710449
meta-llama/llama-4-scout,370,1,7.027027027027027,95.63953488372093,4.3604651162790695,1.1132075471698113,7.241307020187378
x-ai/grok-3-beta,370,1,72.16216216216216,82.52427184466019,17.475728155339805,1.2,32.93208599090576
meta-llama/llama-4-maverick,370,1,100.0,0.0,0.0,,32.454556941986084
openai/gpt-4.5-preview,370,1,50.0,83.78378378378379,16.216216216216218,1.574468085106383,75.7582688331604
deepseek/deepseek-r1-0528,360,1,36.666666666666664,89.03508771929825,10.964912280701753,1.7735849056603774,136.9512619972229
openai/gpt-4.1-nano,380,1,23.157894736842106,90.06849315068493,9.931506849315069,1.5999999999999999,8.223675966262817
openai/gpt-4.1-mini,380,1,30.789473684210527,87.83269961977186,12.167300380228136,1.9464285714285716,12.3976149559021
openai/gpt-4.1,380,1,54.473684210526315,80.92485549132948,19.07514450867052,1.9487179487179485,29.5958149433136
qwen/qwen3-235b-a22b,370,1,33.513513513513516,89.43089430894308,10.569105691056912,1.7241379310344827,53.96631979942322
openai/o3,380,1,95.0,94.73684210526315,5.263157894736842,,34.9751079082489
google/gemini-2.5-pro-preview,370,1,71.62162162162163,92.38095238095238,7.6190476190476195,1.6,81.32073497772217
x-ai/grok-3-mini-beta,370,1,43.24324324324324,90.0,10.0,2.1818181818181817,10.841651916503906
anthropic/claude-3.7-sonnet,370,1,49.45945945945946,83.42245989304813,16.577540106951872,1.2727272727272727,87.22304224967957
openai/gpt-4o,380,1,16.315789473684212,94.0251572327044,5.9748427672955975,1.2857142857142858,17.833116054534912
openai/gpt-4o-mini,380,1,13.421052631578947,92.09726443768997,7.90273556231003,1.2083333333333333,16.096667766571045
anthropic/claude-sonnet-4,370,1,51.891891891891895,87.64044943820225,12.359550561797752,1.3829787234042552,34.73241114616394
anthropic/claude-3.5-haiku,380,1,11.31578947368421,96.43916913946587,3.5608308605341246,1.3666666666666667,10.433274030685425
google/gemini-2.5-flash-preview-05-20,380,1,38.94736842105263,88.36206896551724,11.637931034482758,1.625,12.229762077331545
x-ai/grok-3-mini-beta,380,1,32.89473684210527,89.41176470588236,10.588235294117647,2.4130434782608696,10.894834995269775
openai/o4-mini,370,1,43.513513513513516,84.21052631578947,15.789473684210526,2.1707317073170733,29.354327917099
meta-llama/llama-4-scout,380,1,7.368421052631578,96.875,3.125,1.063063063063063,16.53872585296631
deepseek/deepseek-r1-0528,380,1,25.526315789473685,88.33922261484098,11.66077738515901,1.3376623376623376,11.49680209159851
qwen/qwen3-235b-a22b,380,1,26.31578947368421,89.28571428571429,10.714285714285714,1.3037974683544304,31.83361315727234
anthropic/claude-opus-4,370,1,50.810810810810814,85.16483516483517,14.835164835164836,1.3,143.02298092842102
anthropic/claude-sonnet-4,380,1,53.1578947368421,83.70786516853933,16.292134831460675,1.2857142857142856,51.84325933456421
openai/gpt-4.5-preview,380,1,48.94736842105264,75.77319587628865,24.22680412371134,1.5490196078431373,46.03321194648743
openai/o3,390,1,64.87179487179488,83.21167883211679,16.78832116788321,2.423076923076923,33.28643298149109
openai/gpt-4.1-nano,390,1,20.51282051282051,89.35483870967742,10.64516129032258,1.6233766233766234,7.179369926452637
openai/gpt-4o,390,1,11.538461538461538,92.46376811594203,7.536231884057972,1.215686274509804,8.487750768661499
openai/gpt-4o-mini,390,1,13.58974358974359,93.17507418397626,6.824925816023739,1.1568627450980393,12.958524942398071
openai/gpt-4.1-mini,390,1,34.35897435897436,86.71875,13.28125,2.0980392156862746,14.069087028503418
openai/gpt-4.1,390,1,51.7948717948718,84.04255319148936,15.957446808510639,1.7045454545454544,26.260298013687137
anthropic/claude-3.7-sonnet,380,1,63.94736842105263,86.13138686131386,13.86861313868613,1.2750000000000001,81.71051692962646
x-ai/grok-3-beta,380,1,57.631578947368425,90.06211180124224,9.937888198757763,1.1458333333333335,26.9340500831604
openai/gpt-4.5-preview,390,1,50.51282051282051,78.75647668393782,21.243523316062177,1.510204081632653,40.82210397720337
anthropic/claude-3.5-haiku,390,1,11.538461538461538,97.10144927536231,2.898550724637681,1.3846153846153848,9.73490595817566
deepseek/deepseek-r1-0528,390,1,28.717948717948715,91.72661870503596,8.273381294964029,1.3506493506493507,11.114903211593628
x-ai/grok-3-mini-beta,390,1,41.28205128205128,88.20960698689956,11.790393013100436,2.042553191489362,11.237912654876707
meta-llama/llama-4-maverick,390,1,11.282051282051283,95.66473988439307,4.335260115606936,1.198019801980198,4.368993043899536
google/gemini-2.5-flash-preview-05-20,390,1,42.82051282051282,89.68609865470853,10.31390134529148,1.7254901960784315,16.592645168304443
anthropic/claude-opus-4,380,1,47.89473684210526,85.85858585858585,14.14141414141414,1.0983606557377048,110.57338333129884
anthropic/claude-sonnet-4,390,1,39.48717948717949,84.32203389830508,15.677966101694915,1.4307692307692308,47.50258708000183
meta-llama/llama-4-scout,390,1,10.256410256410255,95.14285714285714,4.857142857142857,1.110091743119266,13.008278846740724
x-ai/grok-3-beta,390,1,74.1025641025641,83.16831683168317,16.831683168316832,1.5217391304347825,34.18650794029236
google/gemini-2.5-pro-preview,390,1,72.05128205128204,94.4954128440367,5.5045871559633035,1.5862068965517242,54.71451020240784
qwen/qwen3-235b-a22b,390,1,28.46153846153846,92.47311827956989,7.526881720430108,1.2592592592592593,24.989763259887695
openai/gpt-4.1-nano,400,1,18.25,89.60244648318043,10.397553516819572,1.6282051282051282,5.91081690788269
openai/gpt-4.1-mini,400,1,32.0,89.33823529411765,10.661764705882353,2.259259259259259,15.547656297683716
anthropic/claude-3.7-sonnet,390,1,58.46153846153847,87.03703703703704,12.962962962962962,1.575,70.42131304740906
openai/gpt-4o,400,1,16.75,92.1921921921922,7.807807807807808,1.2291666666666667,12.252461910247805
openai/gpt-4o-mini,400,1,15.0,89.70588235294117,10.294117647058822,1.198019801980198,14.310596942901611
google/gemini-2.5-pro-preview,380,1,68.42105263157895,96.66666666666667,3.3333333333333335,1.92,62.36404299736023
anthropic/claude-3.5-haiku,400,1,10.5,96.64804469273743,3.35195530726257,1.3402061855670102,10.838967084884644
openai/gpt-4.1,400,1,50.0,83.0,17.0,1.7291666666666667,45.808809995651245
openai/gpt-4.5-preview,400,1,47.5,82.38095238095238,17.61904761904762,1.4736842105263157,48.81392979621887
openai/o3,370,1,90.27027027027027,88.88888888888889,11.11111111111111,2.1666666666666665,186.77123618125916
google/gemini-2.5-flash-preview-05-20,400,1,42.75,88.20960698689956,11.790393013100436,1.8113207547169812,15.05973196029663
openai/o4-mini,340,1,48.23529411764706,85.22727272727273,14.772727272727273,2.6999999999999997,32.908154010772705
openai/o4-mini,220,1,95.45454545454545,60.0,40.0,0.3333333333333333,263.49120688438416
meta-llama/llama-4-scout,400,1,5.75,96.55172413793103,3.4482758620689653,1.1101694915254239,7.444671392440796
openai/o4-mini,260,1,93.07692307692308,50.0,50.0,1.4000000000000001,383.7191829681397
deepseek/deepseek-r1-0528,400,1,31.0,89.85507246376811,10.144927536231885,1.418918918918919,27.44631505012512
anthropic/claude-sonnet-4,400,1,43.25,87.66519823788546,12.334801762114537,1.576271186440678,61.709938287734985
anthropic/claude-opus-4,390,1,41.02564102564102,83.04347826086956,16.956521739130434,1.2615384615384615,146.32894372940063
openai/o4-mini,380,1,52.368421052631575,83.97790055248619,16.022099447513813,3.52,66.57256007194519
anthropic/claude-3.7-sonnet,400,1,47.75,84.21052631578947,15.789473684210526,1.64,61.82659983634949
meta-llama/llama-4-maverick,400,1,100.0,0.0,0.0,,30.98678398132324
meta-llama/llama-4-maverick,380,1,100.0,0.0,0.0,,187.20859909057617
openai/gpt-4.1-mini,410,1,25.609756097560975,90.81967213114754,9.180327868852459,1.9375,12.432631969451904
openai/gpt-4o,410,1,12.926829268292684,92.71708683473389,7.282913165266107,1.2621359223300972,12.869016885757446
google/gemini-2.5-pro-preview,400,1,78.75,89.41176470588236,10.588235294117647,2.1875,72.063157081604
openai/gpt-4o-mini,410,1,15.121951219512194,94.25287356321839,5.747126436781609,1.198019801980198,14.467427015304564
openai/gpt-4.1,410,1,52.4390243902439,82.56410256410255,17.435897435897434,1.8043478260869565,36.308152198791504
anthropic/claude-3.5-haiku,410,1,9.512195121951219,94.87870619946092,5.121293800539084,1.2884615384615385,9.970417976379396
openai/gpt-4.5-preview,410,1,48.536585365853654,83.88625592417061,16.113744075829384,1.9361702127659572,42.88060522079468
openai/gpt-4.1-nano,410,1,16.585365853658537,90.64327485380117,9.35672514619883,1.4000000000000001,5.6747353076934814
google/gemini-2.5-flash-preview-05-20,410,1,43.170731707317074,90.12875536480686,9.871244635193133,1.88,15.789788961410522
x-ai/grok-3-mini-beta,410,1,41.70731707317073,88.28451882845188,11.715481171548117,1.9215686274509804,14.68260908126831
meta-llama/llama-4-maverick,410,1,11.463414634146343,95.86776859504133,4.132231404958678,1.117117117117117,8.044166088104248
meta-llama/llama-4-scout,410,1,7.804878048780488,96.56084656084656,3.439153439153439,1.0583333333333333,8.154543161392212
qwen/qwen3-235b-a22b,400,1,24.5,93.70860927152319,6.291390728476822,1.45,94.6049108505249
anthropic/claude-opus-4,400,1,54.25,84.69945355191257,15.300546448087433,1.3529411764705883,139.36756873130798
anthropic/claude-sonnet-4,410,1,49.02439024390244,83.73205741626795,16.267942583732058,1.4166666666666667,60.97362494468689
x-ai/grok-3-mini-beta,400,1,38.0,89.51612903225806,10.483870967741936,1.9259259259259258,13.455962896347046
x-ai/grok-3-beta,410,1,72.1951219512195,78.0701754385965,21.929824561403507,1.6923076923076925,38.63085675239563
openai/o3,360,1,66.38888888888889,84.29752066115702,15.702479338842975,2.08,80.30605101585388
anthropic/claude-3.7-sonnet,410,1,55.60975609756098,86.81318681318682,13.186813186813188,1.38,73.33998727798462
openai/gpt-4.1-nano,420,1,20.0,92.55952380952381,7.440476190476191,1.4367816091954024,6.636683225631714
deepseek/deepseek-r1-0528,410,1,32.4390243902439,86.28158844765343,13.718411552346572,1.2894736842105263,22.529129028320312
openai/gpt-4.1-mini,420,1,30.238095238095237,88.73720136518772,11.262798634812286,2.2181818181818183,21.58428192138672
openai/gpt-4.1,420,1,44.52380952380952,86.26609442060087,13.733905579399142,1.6551724137931034,29.54978585243225
qwen/qwen3-235b-a22b,410,1,26.34146341463415,90.72847682119205,9.271523178807946,1.2111111111111112,59.93878412246704
google/gemini-2.5-pro-preview,410,1,70.97560975609755,89.91596638655463,10.084033613445378,3.333333333333333,71.42928194999695
openai/gpt-4o,420,1,14.523809523809526,91.64345403899722,8.356545961002785,1.146788990825688,15.155930042266846
anthropic/claude-3.5-haiku,420,1,8.571428571428571,96.35416666666666,3.6458333333333335,1.2162162162162162,9.954129934310911
openai/gpt-4o-mini,420,1,12.380952380952381,92.3913043478261,7.608695652173914,1.1238938053097345,21.71800208091736
openai/o4-mini,400,1,67.75,90.69767441860465,9.30232558139535,2.3333333333333335,202.7125380039215
google/gemini-2.5-flash-preview-05-20,420,1,34.523809523809526,93.45454545454545,6.545454545454546,1.6029411764705883,12.53781509399414
x-ai/grok-3-beta,400,1,69.0,87.09677419354838,12.903225806451612,1.4193548387096775,30.310467004776
deepseek/deepseek-r1-0528,420,1,28.333333333333332,89.3687707641196,10.631229235880399,1.3214285714285714,16.916239023208618
openai/o4-mini,410,1,42.68292682926829,87.65957446808511,12.340425531914894,2.2,37.408900022506714
meta-llama/llama-4-scout,420,1,10.476190476190476,94.14893617021278,5.851063829787234,1.162162162162162,12.46931290626526
meta-llama/llama-4-maverick,420,1,10.714285714285714,96.53333333333333,3.4666666666666663,1.169642857142857,2.476141929626465
anthropic/claude-sonnet-4,420,1,46.19047619047619,84.95575221238938,15.04424778761062,1.3076923076923075,49.37817907333374
x-ai/grok-3-beta,420,1,61.42857142857143,88.88888888888889,11.11111111111111,1.2173913043478262,31.832762956619263
x-ai/grok-3-mini-beta,420,1,41.42857142857143,88.21138211382113,11.788617886178862,1.7457627118644068,14.54267692565918
anthropic/claude-3.7-sonnet,420,1,56.42857142857143,84.69945355191257,15.300546448087433,1.468085106382979,64.39288902282715
openai/o3,410,1,48.536585365853654,89.0995260663507,10.90047393364929,3.2758620689655173,40.454994916915894
openai/gpt-4.5-preview,420,1,42.38095238095238,85.53719008264463,14.46280991735537,1.6666666666666667,43.63166308403015
openai/gpt-4.1-mini,430,1,33.25581395348837,89.19860627177701,10.801393728222997,2.1818181818181817,20.71093487739563
openai/gpt-4o-mini,430,1,10.69767441860465,94.01041666666666,5.989583333333334,1.1391304347826088,14.754514932632446
google/gemini-2.5-pro-preview,420,1,60.0,88.09523809523809,11.904761904761903,1.6486486486486487,60.38921213150024
openai/gpt-4.5-preview,430,1,36.74418604651163,88.97058823529412,11.029411764705882,1.4142857142857141,36.7577600479126
openai/gpt-4.1,430,1,41.3953488372093,85.71428571428571,14.285714285714285,1.5223880597014927,31.453991889953613
openai/gpt-4o,430,1,13.25581395348837,92.76139410187668,7.238605898123325,1.209090909090909,13.090945959091188
openai/gpt-4.1-nano,430,1,21.3953488372093,88.46153846153845,11.538461538461538,1.6962025316455698,7.215358018875122
anthropic/claude-3.5-haiku,430,1,7.441860465116279,96.98492462311557,3.015075376884422,1.1880341880341878,10.350196123123167
google/gemini-2.5-flash-preview-05-20,430,1,41.3953488372093,94.44444444444444,5.555555555555555,1.694915254237288,14.395362138748167
deepseek/deepseek-r1-0528,430,1,34.418604651162795,93.61702127659575,6.382978723404255,1.3866666666666667,16.447150230407715
meta-llama/llama-4-scout,430,1,4.186046511627907,97.33009708737865,2.669902912621359,1.0074074074074073,1.394212245941162
x-ai/grok-3-mini-beta,430,1,38.139534883720934,87.21804511278195,12.781954887218044,1.85,14.48783016204834
openai/o4-mini,330,1,87.57575757575758,82.92682926829268,17.073170731707318,3.0,297.1760377883911
meta-llama/llama-4-maverick,430,1,100.0,0.0,0.0,,18.689346075057983
x-ai/grok-3-beta,430,1,67.90697674418604,82.6086956521739,17.391304347826086,1.358974358974359,29.76181721687317
anthropic/claude-opus-4,420,1,34.04761904761905,85.1985559566787,14.801444043321299,1.216867469879518,131.23036098480225
openai/o3,430,1,41.16279069767442,90.9090909090909,9.090909090909092,1.8703703703703702,90.9476728439331
openai/gpt-4o,440,1,18.863636363636363,92.43697478991596,7.563025210084033,1.2285714285714286,15.133072137832642
anthropic/claude-opus-4,430,1,38.139534883720934,86.46616541353383,13.533834586466165,1.0232558139534884,76.62759304046631
qwen/qwen3-235b-a22b,430,1,26.976744186046513,92.99363057324841,7.006369426751593,1.3647058823529412,48.06472611427307
anthropic/claude-sonnet-4,430,1,40.69767441860465,88.23529411764706,11.76470588235294,1.2777777777777777,67.17982387542725
openai/gpt-4.1-nano,440,1,19.318181818181817,91.83098591549296,8.169014084507042,1.4193548387096773,5.92237401008606
anthropic/claude-3.7-sonnet,430,1,49.30232558139535,85.77981651376146,14.220183486238533,1.3278688524590165,66.55155777931213
openai/gpt-4.1-mini,440,1,30.454545454545457,86.27450980392157,13.725490196078432,1.8615384615384616,19.234479904174805
openai/gpt-4.5-preview,440,1,40.22727272727273,87.07224334600761,12.927756653992395,1.2266666666666666,39.69403004646301
openai/gpt-4.1,440,1,53.86363636363637,79.3103448275862,20.689655172413794,1.3818181818181816,31.604180812835693
openai/gpt-4o-mini,440,1,10.454545454545453,90.86294416243655,9.137055837563452,1.0403225806451613,19.12771487236023
anthropic/claude-3.5-haiku,440,1,8.863636363636363,96.25935162094763,3.7406483790523692,1.206896551724138,10.3803608417511
google/gemini-2.5-pro-preview,430,1,74.4186046511628,86.36363636363636,13.636363636363635,2.6,72.01187515258789
openai/o3,400,1,42.5,91.73913043478261,8.26086956521739,1.6,133.1399691104889
meta-llama/llama-4-scout,440,1,7.045454545454545,98.0440097799511,1.9559902200488997,1.022727272727273,5.462876796722412
x-ai/grok-3-mini-beta,440,1,35.0,89.5104895104895,10.48951048951049,1.7164179104477613,10.509072065353394
google/gemini-2.5-flash-preview-05-20,440,1,40.68181818181818,88.88888888888889,11.11111111111111,1.7666666666666668,16.996882915496826
x-ai/grok-3-beta,440,1,64.54545454545455,85.8974358974359,14.102564102564102,1.2,31.047139167785645
deepseek/deepseek-r1-0528,440,1,29.545454545454547,90.0,10.0,1.1954022988505746,42.35738825798035
anthropic/claude-sonnet-4,440,1,47.04545454545455,78.96995708154506,21.030042918454935,1.349206349206349,49.95216512680054
openai/gpt-4.1-mini,450,1,30.666666666666664,87.82051282051282,12.179487179487179,2.098360655737705,22.863409757614136
anthropic/claude-opus-4,440,1,39.54545454545455,89.84962406015038,10.150375939849624,1.1358024691358024,59.43482494354248
anthropic/claude-3.7-sonnet,440,1,59.77272727272728,84.7457627118644,15.254237288135593,2.0,70.1131751537323
openai/gpt-4.5-preview,450,1,32.666666666666664,87.78877887788778,12.211221122112212,1.3452380952380951,35.96765971183777
openai/gpt-4o-mini,450,1,12.222222222222221,93.16455696202532,6.8354430379746836,1.169491525423729,13.821033000946043
openai/gpt-4o,450,1,14.444444444444443,93.24675324675324,6.753246753246753,1.1652173913043478,16.031732082366943
openai/gpt-4.1,450,1,49.55555555555556,84.58149779735683,15.418502202643172,1.6037735849056602,40.282447814941406
google/gemini-2.5-pro-preview,440,1,79.31818181818183,92.3076923076923,7.6923076923076925,1.0344827586206897,75.0849781036377
openai/gpt-4.1-nano,450,1,20.0,93.33333333333333,6.666666666666667,1.5977011494252875,5.914575099945068
anthropic/claude-3.5-haiku,450,1,10.0,95.80246913580247,4.197530864197531,1.194915254237288,9.917152881622314
anthropic/claude-sonnet-4,450,1,38.44444444444444,86.28158844765343,13.718411552346572,1.0222222222222221,29.380079984664917
google/gemini-2.5-flash-preview-05-20,450,1,50.0,89.33333333333333,10.666666666666668,1.7272727272727273,19.51175117492676
x-ai/grok-3-mini-beta,450,1,36.666666666666664,88.42105263157895,11.578947368421053,1.6666666666666665,13.277714252471924
deepseek/deepseek-r1-0528,450,1,29.333333333333332,91.19496855345912,8.80503144654088,1.2727272727272727,26.28173804283142
meta-llama/llama-4-scout,450,1,6.444444444444445,95.96199524940617,4.038004750593824,1.0833333333333333,8.564205169677734
qwen/qwen3-235b-a22b,440,1,18.181818181818183,95.0,5.0,1.1090909090909091,103.23270201683044
meta-llama/llama-4-maverick,450,1,10.666666666666668,94.27860696517413,5.721393034825871,1.115702479338843,19.8236620426178
x-ai/grok-3-beta,450,1,71.77777777777777,86.61417322834646,13.385826771653544,1.272727272727273,37.66508793830872
qwen/qwen3-235b-a22b,420,1,32.38095238095238,90.84507042253522,9.15492957746479,1.2625,66.8180480003357
openai/o3,460,1,54.130434782608695,87.20379146919431,12.796208530805686,1.8666666666666667,20.75172996520996
openai/gpt-4.1-nano,460,1,15.217391304347828,91.02564102564102,8.974358974358974,1.296296296296296,5.80653715133667
google/gemini-2.5-pro-preview,450,1,62.22222222222222,90.0,10.0,1.3111111111111111,61.665923833847046
anthropic/claude-3.7-sonnet,450,1,54.666666666666664,88.23529411764706,11.76470588235294,1.4615384615384617,64.24804401397705
openai/gpt-4.1-mini,460,1,24.565217391304348,90.20172910662824,9.798270893371757,1.9166666666666667,12.35569667816162
openai/gpt-4o,460,1,13.695652173913043,93.19899244332494,6.801007556675064,1.208695652173913,11.135751962661743
qwen/qwen3-235b-a22b,450,1,18.666666666666668,94.80874316939891,5.191256830601093,1.146788990825688,52.34456706047058
openai/o3,440,1,100.0,0.0,0.0,,33.93737602233887
openai/gpt-4.1,460,1,48.91304347826087,85.95744680851064,14.042553191489363,1.5925925925925926,27.856666088104248
openai/gpt-4o-mini,460,1,11.08695652173913,93.39853300733496,6.601466992665037,1.1916666666666667,14.316154956817629
